source,target,relationship_type,method,confidence,evidence
25692,doc_51_2001_QH10,SUA_DOI_BO_SUNG,Rule-based Trigger,0.95,"n cứ Hiến pháp nước Cộng hoà xã hội chủ nghĩa Việt Nam năm 1992 đã được sửa đổi, bổ sung một số điều theo Nghị quyết số 51/2001/QH10; Quốc hội ban hành Luật Ngân hàng Nhà nước Việt Nam. Chương I NHỮNG QUY ĐỊNH CHUNG Điều 1. Phạm vi điều chỉnh Luật này"
25692,doc_01_1997_QH10,THAM_CHIEU,Rule-based Trigger,0.95,"Hiệu lực thi hành 1. Luật này có hiệu lực thi hành từ ngày 01 tháng 01 năm 2011. 2. Luật Ngân hàng Nhà nước Việt Nam số 01/1997/QH10 và Luật sửa đổi, bổ sung một số điều của Luật Ngân hàng Nhà nước Việt Nam số 10/2003/QH11 hết hiệu lực kể từ ngày Luật"
25692,doc_10_2003_QH11,SUA_DOI_BO_SUNG,Rule-based Trigger,0.95,"gân hàng Nhà nước Việt Nam số 01/1997/QH10 và Luật sửa đổi, bổ sung một số điều của Luật Ngân hàng Nhà nước Việt Nam số 10/2003/QH11 hết hiệu lực kể từ ngày Luật này có hiệu lực. Điều 66. Quy định chi tiết và hướng dẫn thi hành Chính phủ quy định chi t"
166170,ent_001:Quốc hội,BAN_HANH_BOI,Rule-based & Metadata Audit,0.95,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh p
166170,ent_002:Vương Đình Huệ,KY_BOI,Rule-based & Metadata Audit,0.95,/2023/QH15. CHỦ TỊCH QUỐC HỘI Vương Đình Huệ
166170,ent_003:1,AP_DUNG_CHO,Rule-based & Metadata Audit,0.95,Đối tượng áp dụng 1
166170,ent_004:Tín dụng,THUOC_LINH_VUC,Rule-based & Metadata Audit,0.95,"động của chi nhánh ngân hàng nước ngoài; việc thành lập, hoạt động của văn phòng đại diệ"
112025,ent_005:Chính phủ,BAN_HANH_BOI,Rule-based & Metadata Audit,0.95,CHÍNH PHỦ CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh p
112025,ent_006:Nguyễn Xuân Phúc,KY_BOI,Rule-based & Metadata Audit,0.95,Ủ THỦ TƯỚNG CHÍNH PHỦ (Đã ký) Nguyễn Xuân Phúc
112025,ent_007:1,AP_DUNG_CHO,Rule-based & Metadata Audit,0.95,đối tượng áp dụng 1
112025,ent_008:Tài chính - Ngân hàng,THUOC_LINH_VUC,Rule-based & Metadata Audit,0.95,"ÀNH LUẬT KINH DOANH BẢO HIỂM VÀ LUẬT SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA LUẬT KINH DOANH BẢ"
38128,ent_009:Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Rule-based & Metadata Audit,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lậ
38128,ent_010:Đào Minh Tú,KY_BOI,Rule-based & Metadata Audit,0.95,ỐNG ĐỐC PHÓ THỐNG ĐỐC (Đã ký) Đào Minh Tú
38128,ent_011:1,AP_DUNG_CHO,Rule-based & Metadata Audit,0.95,Đối tượng áp dụng 1
38128,ent_012:Phát hành và kho quỹ,THUOC_LINH_VUC,Rule-based & Metadata Audit,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lậ
26750,ent_013:Quốc hội,BAN_HANH_BOI,Rule-based & Metadata Audit,0.95,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh p
26750,ent_014:Nguyễn Phú Trọng,KY_BOI,Rule-based & Metadata Audit,0.95,11. CHỦ TỊCH QUỐC HỘI (Đã ký) Nguyễn Phú Trọng
26750,"ent_015:Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh",AP_DUNG_CHO,Rule-based & Metadata Audit,0.95,"Đối tượng áp dụng Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngo"
26750,ent_016:Tài chính - Ngân hàng,THUOC_LINH_VUC,Rule-based & Metadata Audit,0.95,tra hoạt động thuộc lĩnh vực kiểm toán độc lập của tổ chức nghề nghiệp về kiểm toán; h)
163441,ent_017:Chính phủ,BAN_HANH_BOI,Rule-based & Metadata Audit,0.95,CHÍNH PHỦ _________ CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự d
163441,ent_018:Lê Minh Khái,KY_BOI,Rule-based & Metadata Audit,0.95,Ủ TƯỞNG PHÓ THỦ TƯỞNG (Đã ký) Lê Minh Khái CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆ
163441,ent_019:1,AP_DUNG_CHO,Rule-based & Metadata Audit,0.95,Đối tượng áp dụng 1
163441,ent_020:Bảo hiểm,THUOC_LINH_VUC,Rule-based & Metadata Audit,0.95,của Luật Kinh doanh bảo hiểm __________ Căn cứ Luật Tổ chức Chính phủ ngày 19 tháng 6 nă
146468,ent_021:Chính phủ,BAN_HANH_BOI,Rule-based & Metadata Audit,0.95,CHÍNH PHỦ ------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do
146468,ent_022:Nguyễn Xuân Phúc,KY_BOI,Rule-based & Metadata Audit,0.95,. CHÍNH PHỦ THỦ TƯỚNG (đã ký) Nguyễn Xuân Phúc
146468,"ent_023:tổ chức, trừ trường hợp quy định tại khoản 3 và khoản 4 Điều 15, khoản 2 và khoản 4 Điều 30, khoản 3",AP_DUNG_CHO,Rule-based & Metadata Audit,0.95,"áp dụng đối với tổ chức, trừ trường hợp quy định tại khoản 3 và khoản 4 Điều 15, khoản 2 và khoản 4 Điều 30, khoản 3 và khoản 5 Điều 39 Nghị định này"
146468,ent_024:Chứng khoán,THUOC_LINH_VUC,Rule-based & Metadata Audit,0.95,ạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán Căn cứ Luật Tổ chức C
168220,ent_025:Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Rule-based & Metadata Audit,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM --------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT
168220,ent_026:Đào Minh Tú,KY_BOI,Rule-based & Metadata Audit,0.95,ỐNG ĐỐC PHÓ THỐNG ĐỐC (Đã ký) Đào Minh Tú
168220,ent_027:1,AP_DUNG_CHO,Rule-based & Metadata Audit,0.95,Đối tượng áp dụng 1
168220,"ent_028:Thanh tra, giám sát ngân hàng",THUOC_LINH_VUC,Rule-based & Metadata Audit,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM --------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT
133858,ent_029:Chính phủ,BAN_HANH_BOI,Rule-based & Metadata Audit,0.95,CHÍNH PHỦ CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh p
133858,ent_030:Nguyễn Xuân Phúc,KY_BOI,Rule-based & Metadata Audit,0.95,Ủ THỦ TƯỚNG CHÍNH PHỦ (Đã ký) Nguyễn Xuân Phúc
133858,ent_031:1,AP_DUNG_CHO,Rule-based & Metadata Audit,0.95,Đối tượng áp dụng 1
133858,ent_032:Tài chính - Ngân hàng,THUOC_LINH_VUC,Rule-based & Metadata Audit,0.95,ăn bản hướng dẫn do Ngân hàng Nhà nước ban hành. 4. Công tác kiểm toán nội bộ của Ngân hà
169221,ent_033:Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Rule-based & Metadata Audit,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lậ
169221,ent_034:Phạm Thanh Hà,KY_BOI,Rule-based & Metadata Audit,0.95,ỐNG ĐỐC PHÓ THỐNG ĐỐC (Đã ký) Phạm Thanh Hà
169221,ent_035:ngày thực hiện giao dịch,AP_DUNG_CHO,Rule-based & Metadata Audit,0.95,áp dụng đối với ngày thực hiện giao dịch
169221,ent_036:Quản lý ngoại hối,THUOC_LINH_VUC,Rule-based & Metadata Audit,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lậ
95652,ent_037:Chính phủ,BAN_HANH_BOI,Rule-based & Metadata Audit,0.95,CHÍNH PHỦ CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh p
95652,ent_038:Nguyễn Tấn Dũng,KY_BOI,Rule-based & Metadata Audit,0.95,Ủ THỦ TƯỚNG CHÍNH PHỦ (Đã ký) Nguyễn Tấn Dũng
95652,ent_039:1,AP_DUNG_CHO,Rule-based & Metadata Audit,0.95,Đối tượng áp dụng 1
95652,ent_040:Tài chính - Ngân hàng,THUOC_LINH_VUC,Rule-based & Metadata Audit,0.95,201 4; Căn cứ Luật Ngân hàng Nhà nước Việt Nam ngày 16 tháng 6 năm 2010; Căn cứ Luật Các
f69936f0-6937-11f1-a48d-29bc6b0fd706,ent_041:Bộ Tài chính,BAN_HANH_BOI,Rule-based & Metadata Audit,0.95,áng 12 năm 2020 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực chứng kh
f69936f0-6937-11f1-a48d-29bc6b0fd706,ent_042:Nguyễn Đức Chi,KY_BOI,Rule-based & Metadata Audit,0.95,5b). KT. BỘ TRƯỞNG THỨ TRƯỞNG Nguyễn Đức Chi
f69936f0-6937-11f1-a48d-29bc6b0fd706,"ent_043:tổ chức, trừ trường hợp quy định tại các khoản 3, 4 và 5 Điều 15, Khoản 2 Điều 30 Nghị định này quy",AP_DUNG_CHO,Rule-based & Metadata Audit,0.95,"áp dụng đối với tổ chức, trừ trường hợp quy định tại các khoản 3, 4 và 5 Điều 15, Khoản 2 Điều 30 Nghị định này quy định mức phạt tiền áp dụng đối với"
f69936f0-6937-11f1-a48d-29bc6b0fd706,ent_044:nan,THUOC_LINH_VUC,Rule-based & Metadata Audit,0.95,ạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán Nghị định số 156/2020
30402,ent_045:Bộ Tài chính,BAN_HANH_BOI,Rule-based & Metadata Audit,0.95,BỘ TÀI CHÍNH CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự d
30402,ent_046:Trần Xuân Hà,KY_BOI,Rule-based & Metadata Audit,0.95,y./. KT. BỘ TRƯỞNG THỨ TRƯỞNG Trần Xuân Hà
30402,ent_047:1,AP_DUNG_CHO,Rule-based & Metadata Audit,0.95,Đối tượng áp dụng 1
30402,ent_048:Quản lý dịch vụ tài chính và các quỹ tài chính,THUOC_LINH_VUC,Rule-based & Metadata Audit,0.95,còn hoạt động trong lĩnh vực kiểm toán độc lập thì phải có Bản giải trình kèm theo các t
173460,ent_049:Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Rule-based & Metadata Audit,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lậ
173460,ent_050:Đoàn Thái Sơn,KY_BOI,Rule-based & Metadata Audit,0.95,ỐNG ĐỐC PHÓ THỐNG ĐỐC (Đã ký) Đoàn Thái Sơn
173460,ent_051:1,AP_DUNG_CHO,Rule-based & Metadata Audit,0.95,Đối tượng áp dụng 1
173460,"ent_052:Thanh tra, giám sát ngân hàng",THUOC_LINH_VUC,Rule-based & Metadata Audit,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lậ
27257,ent_053:Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Rule-based & Metadata Audit,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM ------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NA
27257,ent_054:Trần Minh Tuấn,KY_BOI,Rule-based & Metadata Audit,0.95,. KT. THỐNG ĐỐC PHÓ THỐNG ĐỐC Trần Minh Tuấn
27257,ent_055:1,AP_DUNG_CHO,Rule-based & Metadata Audit,0.95,Đối tượng áp dụng 1
27257,ent_056:Tài chính - Ngân hàng,THUOC_LINH_VUC,Rule-based & Metadata Audit,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM ------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NA
143217,ent_057:Bộ Tài chính,BAN_HANH_BOI,Rule-based & Metadata Audit,0.95,BỘ TÀI CHÍNH Số: 66/2020/TT-BTC BỘ TÀI CHÍNH Số: 66/2020/TT-BT
143217,ent_058:nan,KY_BOI,Rule-based & Metadata Audit,0.95,Tên người ký nan trong văn bản Thông tư số 66/2020/TT-BTC Ban hành Quy chế mẫu về kiểm toán nội bộ áp dụng cho doanh nghiệp.
143217,ent_059:1,AP_DUNG_CHO,Rule-based & Metadata Audit,0.95,Đối tượng áp dụng 1
143217,ent_060:Quản lý Nhà nước & Pháp luật,THUOC_LINH_VUC,Rule-based & Metadata Audit,0.95,Văn bản thuộc lĩnh vực Quản lý Nhà nước & Pháp luật.
168859,ent_061:Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Rule-based & Metadata Audit,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lậ
168859,ent_062:Đào Minh Tú,KY_BOI,Rule-based & Metadata Audit,0.95,. kt. thống đốc PHÓ THỐNG ĐỐC Đào Minh Tú
168859,ent_063:1,AP_DUNG_CHO,Rule-based & Metadata Audit,0.95,Đối tượng áp dụng 1
168859,"ent_064:Thanh tra, giám sát ngân hàng",THUOC_LINH_VUC,Rule-based & Metadata Audit,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lậ
150974,ent_065:Bộ Tài chính,BAN_HANH_BOI,Rule-based & Metadata Audit,0.95,BỘ TÀI CHÍNH CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự d
150974,ent_066:Tạ Anh Tuấn,KY_BOI,Rule-based & Metadata Audit,0.95,BỘ TRƯỞNG THỨ TRƯỞNG (Đã ký) Tạ Anh Tuấn Phụ lục số I CHUẨN MỰC KIỂM T
150974,ent_067:1,AP_DUNG_CHO,Rule-based & Metadata Audit,0.95,Đối tượng áp dụng 1
150974,"ent_068:Kế toán, kiểm toán",THUOC_LINH_VUC,Rule-based & Metadata Audit,0.95,m bảo liên quan đến lĩnh vực mà người phụ trách kiểm toán nội bộ kiêm nhiệm. 1120 - Tình
164719,ent_069:Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Rule-based & Metadata Audit,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lậ
164719,ent_070:Đoàn Thái Sơn,KY_BOI,Rule-based & Metadata Audit,0.95,ỐNG ĐỐC PHÓ THỐNG ĐỐC (Đã ký) Đoàn Thái Sơn
164719,"ent_071:các doanh nghiệp không cung cấp Báo cáo tài chính cho ngân hàng, chi nhánh ngân hàng nước ngoài để t",AP_DUNG_CHO,Rule-based & Metadata Audit,0.95,"áp dụng đối với các doanh nghiệp không cung cấp Báo cáo tài chính cho ngân hàng, chi nhánh ngân hàng nước ngoài để tính các chỉ tiêu doanh thu, tỷ lệ"
164719,"ent_072:Thanh tra, giám sát ngân hàng",THUOC_LINH_VUC,Rule-based & Metadata Audit,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lậ
173695,ent_073:Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Rule-based & Metadata Audit,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lậ
173695,ent_074:Đoàn Thái Sơn,KY_BOI,Rule-based & Metadata Audit,0.95,ỐNG ĐỐC PHÓ THỐNG ĐỐC (Đã ký) Đoàn Thái Sơn
173695,ent_075:Thông tư này áp dụng đối với: 1,AP_DUNG_CHO,Rule-based & Metadata Audit,0.95,Đối tượng áp dụng Thông tư này áp dụng đối với: 1
173695,"ent_076:Thanh tra, giám sát ngân hàng",THUOC_LINH_VUC,Rule-based & Metadata Audit,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lậ
186482,ent_077:Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Rule-based & Metadata Audit,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM ------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NA
186482,ent_078:Đoàn Thái Sơn,KY_BOI,Rule-based & Metadata Audit,0.95,ỐNG ĐỐC PHÓ THỐNG ĐỐC (Đã ký) Đoàn Thái Sơn
186482,ent_079:tổ chức tín dụng phi ngân hàng nộp hồ sơ đề nghị vào năm thứ hai tính từ ngày khai trương hoạt động,AP_DUNG_CHO,Rule-based & Metadata Audit,0.95,áp dụng đối với tổ chức tín dụng phi ngân hàng nộp hồ sơ đề nghị vào năm thứ hai tính từ ngày khai trương hoạt động
186482,ent_080:Cục An toàn hệ thống các tổ chức tín dụng,THUOC_LINH_VUC,Rule-based & Metadata Audit,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM ------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NA
112924,ent_081:Bộ Tài chính,BAN_HANH_BOI,Rule-based & Metadata Audit,0.95,BỘ TÀI CHÍNH CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự d
112924,ent_082:Trần Xuân Hà,KY_BOI,Rule-based & Metadata Audit,0.95,BỘ TRƯỞNG THỨ TRƯỞNG (Đã ký) Trần Xuân Hà
112924,"ent_083:Thông tư này áp dụng đối với tổ chức kinh doanh chứng khoán, quỹ đầu tư chứng khoán, công ty đầu tư",AP_DUNG_CHO,Rule-based & Metadata Audit,0.95,"Đối tượng áp dụng Thông tư này áp dụng đối với tổ chức kinh doanh chứng khoán, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, doanh nghiệp kinh d"
112924,ent_084:Tài chính - Ngân hàng,THUOC_LINH_VUC,Rule-based & Metadata Audit,0.95,H NGHIỆP KINH DOANH BẢO HIỂM Căn cứ Luật Đầu tư ngày 26 tháng 11 năm 2014; Căn cứ Luật C
174218,ent_085:Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Rule-based & Metadata Audit,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lậ
174218,ent_086:Đoàn Thái Sơn,KY_BOI,Rule-based & Metadata Audit,0.95,ỐNG ĐỐC PHÓ THỐNG ĐỐC (Đã ký) Đoàn Thái Sơn
174218,ent_087:1,AP_DUNG_CHO,Rule-based & Metadata Audit,0.95,Đối tượng áp dụng 1
174218,"ent_088:Thanh tra, giám sát ngân hàng",THUOC_LINH_VUC,Rule-based & Metadata Audit,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lậ
186888,ent_089:Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Rule-based & Metadata Audit,0.95,Document Content NGÂN HÀNG NHÀ NƯỚC VIỆT NAM _________ Số: 62/2025/TT-NHNN CỘNG HÒA XÃ
186888,ent_090:Đoàn Thái Sơn,KY_BOI,Rule-based & Metadata Audit,0.95,ỐNG ĐỐC PHÓ THỐNG ĐỐC (Đã ký) Đoàn Thái Sơn
186888,ent_091:1,AP_DUNG_CHO,Rule-based & Metadata Audit,0.95,Đối tượng áp dụng 1
186888,ent_092:Cục An toàn hệ thống các tổ chức tín dụng,THUOC_LINH_VUC,Rule-based & Metadata Audit,0.95,Document Content NGÂN HÀNG NHÀ NƯỚC VIỆT NAM _________ Số: 62/2025/TT-NHNN CỘNG HÒA XÃ
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,ent_093:Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Rule-based & Metadata Audit,0.95,"ấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại d"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,ent_094:Đoàn Thái Sơn,KY_BOI,Rule-based & Metadata Audit,0.95,6 KT. THỐNG ĐỐC PHÓ THỐNG ĐỐC Đoàn Thái Sơn
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,ent_095:Thông tư này áp dụng đối với: 1,AP_DUNG_CHO,Rule-based & Metadata Audit,0.95,Đối tượng áp dụng Thông tư này áp dụng đối với: 1
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,ent_096:nan,THUOC_LINH_VUC,Rule-based & Metadata Audit,0.95,"ấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại d"
185630,ent_097:Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Rule-based & Metadata Audit,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lậ
185630,ent_098:Đoàn Thái Sơn,KY_BOI,Rule-based & Metadata Audit,0.95,ỐNG ĐỐC PHÓ THỐNG ĐỐC (Đã ký) Đoàn Thái Sơn
185630,"ent_099:Các cơ quan, tổ chức, doanh nghiệp và cá nhân có liên quan",AP_DUNG_CHO,Rule-based & Metadata Audit,0.95,"Văn bản Thông tư số 63/2025/TT-NHNN Sửa đổi, bổ sung một số điều của một số Thông tư về quỹ tín dụng nhân dân áp dụng cho các cơ quan, tổ chức và cá nhân có liên quan."
185630,"ent_100:Lao động, tiền lương, tiền công",THUOC_LINH_VUC,Rule-based & Metadata Audit,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lậ
117310,ent_101:Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Rule-based & Metadata Audit,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lậ
117310,ent_102:Nguyễn Đồng Tiến,KY_BOI,Rule-based & Metadata Audit,0.95,ỐNG ĐỐC PHÓ THỐNG ĐỐC (Đã ký) Nguyễn Đồng Tiến
117310,ent_103:1,AP_DUNG_CHO,Rule-based & Metadata Audit,0.95,đối tượng áp dụng 1
117310,"ent_104:Thanh tra, giám sát ngân hàng",THUOC_LINH_VUC,Rule-based & Metadata Audit,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lậ
166269,ent_105:Quốc hội,BAN_HANH_BOI,Rule-based & Metadata Audit,0.95,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh p
166269,ent_106:Vương Đình Huệ,KY_BOI,Rule-based & Metadata Audit,0.95,23. CHỦ TỊCH QUỐC HỘI (Đã ký) Vương Đình Huệ CHỦ TỊCH QUỐC HỘI (Đã ký) Vươ
166269,ent_107:1,AP_DUNG_CHO,Rule-based & Metadata Audit,0.95,Đối tượng áp dụng 1
166269,ent_108:Tài chính - Ngân hàng,THUOC_LINH_VUC,Rule-based & Metadata Audit,0.95,"óa, xã hội, bảo đảm an ninh chính trị, trật tự, an toàn xã hội, bảo vệ môi trường tại c"
177271,ent_109:Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Rule-based & Metadata Audit,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lậ
177271,ent_110:Đoàn Thái Sơn,KY_BOI,Rule-based & Metadata Audit,0.95,ống đốc PHÓ THỐNG ĐỐC (Đã ký) Đoàn Thái Sơn
177271,ent_111:1,AP_DUNG_CHO,Rule-based & Metadata Audit,0.95,Đối tượng áp dụng 1
177271,ent_112:Cục An toàn hệ thống các tổ chức tín dụng,THUOC_LINH_VUC,Rule-based & Metadata Audit,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lậ
44209,ent_113:Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Rule-based & Metadata Audit,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM ------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NA
44209,ent_114:Đào Minh Tú,KY_BOI,Rule-based & Metadata Audit,0.95,. KT. THỐNG ĐỐC PHÓ THỐNG ĐỐC Đào Minh Tú
44209,ent_115:1,AP_DUNG_CHO,Rule-based & Metadata Audit,0.95,Đối tượng áp dụng 1
44209,ent_116:Phát hành và kho quỹ,THUOC_LINH_VUC,Rule-based & Metadata Audit,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM ------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NA
25692,ent_117:Quốc hội,BAN_HANH_BOI,Rule-based & Metadata Audit,0.95,LUẬT Ngân hàng Nhà nước Việt Nam ________________ Căn cứ Hiến pháp nước Cộ
25692,ent_118:Nguyễn Phú Trọng,KY_BOI,Rule-based & Metadata Audit,0.95,Tên người ký Nguyễn Phú Trọng trong văn bản Ngân hàng Nhà nước Việt Nam.
25692,"ent_119:Các cơ quan, tổ chức, doanh nghiệp và cá nhân có liên quan",AP_DUNG_CHO,Rule-based & Metadata Audit,0.95,"Văn bản Ngân hàng Nhà nước Việt Nam áp dụng cho các cơ quan, tổ chức và cá nhân có liên quan."
25692,ent_120:nan,THUOC_LINH_VUC,Rule-based & Metadata Audit,0.95,LUẬT Ngân hàng Nhà nước Việt Nam ________________ Căn cứ Hiến pháp nước Cộ
